1335	100021
249	100236
1289	100272
2220	100372
2554	100452
549	100531
3045	100537
2251	100577
2330	100699
2127	100774
3338	100799
1598	100810
1710	100986
848	101109
1204	101142
2074	101163
1193	101198
730	101210
266	101558
775	101673
374	101711
3879	101813
972	101857
741	101865
861	101884
2944	101889
1919	102121
328	102273
172	102344
1229	102400
2089	102676
759	103143
237	103533
231	103559
2780	103612
1233	103817
1243	103911
1979	104071
291	104123
1046	104203
1807	104517
1182	104580
1247	104590
1996	104600
281	104710
2932	104941
886	105010
1605	105058
1103	105091
2975	105445
2533	105737
3412	105937
706	105984
479	106163
299	106194
4869	106607
2058	106627
190	106861
2427	107215
1292	107272
252	107448
515	107935
1797	107981
1786	107992
2901	108057
411	108161
1161	108195
2851	108496
3127	108834
304	108877
119	109156
19	109377
1627	109977
932	110111
915	110156
579	110229
928	110469
2663	110513
2937	110719
914	111127
1308	111234
2302	111327
1625	111364
2231	111369
2271	111858
315	112027
582	112190
2608	112198
930	112580
3187	112920
446	112966
164	113690
792	113735
1616	113947
624	114180
669	114354
1131	114462
83	114481
1417	114652
1157	114688
1722	115056
1278	115165
705	115466
2136	115475
1286	115512
1191	115513
912	115808
829	115815
1619	116197
182	116291
385	116294
219	116302
320	116369
1622	116556
525	116631
1210	116704
1821	116916
1828	117125
788	117151
2305	117462
467	117704
716	118053
711	118222
1654	118352
896	119101
559	119261
133	119970
442	119991
3025	120134
1360	120493
2439	120619
260	120629
215	120662
571	121495
394	121617
625	121834
282	121942
375	122327
1215	122541
583	122649
791	122699
737	122704
460	122745
575	122946
499	122957
589	123323
1304	123526
2024	123567
740	123640
1347	124537
2470	124662
1299	125329
732	125490
648	125889
1640	125996
640	126125
1668	126261
189	126317
1205	126707
1951	126776
1139	127211
1423	127407
529	127738
1476	128037
2	128409
2307	128832
484	128892
576	129353
167	129451
2163	129528
1200	129780
814	129840
1075	130164
307	130637
2675	130898
244	131076
1049	131195
581	131625
1153	131998
2402	132195
290	132338
1349	132817
2077	132974
1121	133113
518	133291
698	134108
1012	134468
1566	134567
395	134964
2264	134966
207	135272
2076	135329
1676	135697
2150	135722
2558	135769
1020	135856
1992	135892
1059	135916
1248	136146
2829	136427
188	136592
418	136775
391	136937
2389	137278
2140	137373
631	137810
1762	138790
940	139538
357	139578
272	140270
701	140496
1005	140566
1111	140615
1270	140652
937	140713
580	141174
1226	141409
749	141710
890	141870
181	141882
316	142408
2257	142590
329	142844
452	143225
709	143662
243	144743
1169	145239
738	145370
1055	145397
1721	145758
97	146180
697	146938
303	147202
264	147521
816	147562
2375	147669
465	148329
1823	148759
747	148768
853	149111
2294	149429
107	149864
987	149939
117	150306
2905	150369
302	150409
413	150957
1032	151544
528	152151
478	152674
495	153234
236	153623
598	154011
247	155210
917	155380
195	155450
392	155455
345	155619
102	155950
73	156883
993	157234
1629	157328
902	158549
979	158618
4913	158626
1045	158656
2633	159380
629	159689
24	159928
1174	160194
2226	160572
600	160620
1458	160730
1700	161296
44	161368
513	161689
2179	161818
473	162274
1203	162865
2318	162925
10	162933
435	164311
447	165058
530	165113
1539	165495
152	166076
126	166809
1208	166879
517	167212
1144	167505
1648	167780
2154	168449
1156	168563
177	168880
354	169590
1136	170575
217	170669
241	171121
387	171611
5576	172015
346	172246
425	172525
362	172742
1149	173105
1170	173513
881	174097
2355	174699
818	176249
1368	176839
673	176869
396	177134
258	177816
255	177894
1312	178240
1827	178476
2380	178861
412	178890
1432	179303
794	179470
109	179970
250	180038
1576	180614
400	180830
692	181195
2188	181547
393	181597
726	182171
38	182389
216	183014
1659	183745
790	183811
718	184113
1324	184147
274	184481
858	184566
1699	186561
426	186782
174	186863
824	189169
983	189464
1835	190753
992	190849
378	190895
398	191198
746	191397
221	191408
702	191815
92	191841
1195	191863
870	192949
1523	193087
543	193437
1440	194848
453	196362
659	196479
377	196505
165	197400
332	198502
523	198525
359	198987
1172	199611
1112	200586
1056	200880
1088	201061
85	201764
191	202703
440	202915
1003	203145
280	203204
490	203925
1095	204210
430	205029
980	205324
838	206412
198	206777
1114	206938
13	207159
414	207281
512	208644
1054	208826
259	208850
498	211713
1241	213946
1281	214305
1077	214783
154	215059
486	216065
58	217069
560	217375
596	217387
335	218097
1228	219569
1244	220543
206	221045
803	221150
187	221635
431	221880
18	221901
381	222686
954	223560
1098	225954
906	226220
1181	226433
168	226593
86	226807
1158	227284
42	228730
417	228925
30	228983
595	229336
934	229659
1682	229812
1024	231403
1977	231647
325	235099
586	235503
55	236460
66	237710
493	239123
295	239288
504	241506
213	242021
938	242371
90	243731
202	243983
439	243996
470	244654
588	245204
339	245778
407	245953
860	246428
225	247238
389	248690
884	249630
287	250125
1285	251320
1801	252414
331	252996
312	256021
684	256038
179	256293
563	256588
510	257638
1345	257722
679	259893
1034	260396
1236	260781
1242	262529
40	264361
1206	264919
621	265423
455	265637
386	270851
764	274167
503	275944
319	281074
340	281107
306	282388
1029	282818
369	283004
228	287323
238	288363
561	289169
419	291616
805	292601
536	292658
402	293305
461	293556
31	294845
112	296779
879	297414
521	298571
138	299049
21	300275
48	300488
475	300604
370	300810
842	301029
1793	301685
520	301848
157	303011
185	306545
54	307012
591	308967
646	311478
380	313588
401	316366
53	319819
459	320283
313	321249
361	322027
998	322618
355	322840
845	324892
468	329773
506	335025
330	337933
485	339511
873	340235
444	340331
448	355634
208	356907
294	359095
14	359357
116	360238
275	365144
472	365781
857	365841
471	368036
863	371343
406	372256
142	372938
590	373820
509	374580
338	374838
519	385455
123	386973
76	390936
376	392317
88	394664
147	397705
72	397808
603	404968
1051	411337
469	413161
422	416588
140	422020
9	423089
20	433849
6	437717
511	448501
220	461332
905	463007
476	496961
81	532083
524	536002
514	549880
1	552824
22	552854
379	562869
84	567410
308	597297
149	634232
60	641971
146	674412
158	675209
150	677637
878	677779
121	726516
51	787398
171	793840
516	858146
124	887358
49	1178279
8	1309694
122	1429525
