21	300275
48	300488
475	300604
370	300810
842	301029
1793	301685
520	301848
157	303011
185	306545
54	307012
591	308967
646	311478
380	313588
401	316366
53	319819
459	320283
313	321249
361	322027
998	322618
355	322840
845	324892
468	329773
506	335025
330	337933
485	339511
873	340235
444	340331
448	355634
208	356907
294	359095
14	359357
116	360238
275	365144
472	365781
857	365841
471	368036
863	371343
406	372256
142	372938
590	373820
509	374580
338	374838
519	385455
123	386973
76	390936
376	392317
88	394664
147	397705
72	397808
603	404968
1051	411337
469	413161
422	416588
140	422020
9	423089
20	433849
6	437717
511	448501
220	461332
905	463007
476	496961
81	532083
524	536002
514	549880
1	552824
22	552854
379	562869
84	567410
308	597297
149	634232
60	641971
146	674412
158	675209
150	677637
878	677779
121	726516
51	787398
171	793840
516	858146
124	887358
49	1178279
8	1309694
122	1429525
149,158	300471
9,60	300849
8,53	301203
124,519	301364
171,376	301727
1,379	301732
121,376	302232
9,171	302574
14,124	302626
8,459	302762
51,88	302896
14,121	303203
49,313	303421
476,878	303477
60,524	303574
49,857	303849
158,220	304496
49,361	304583
8,444	304626
124,142	304840
49,355	304924
81,379	304956
146,379	305533
448,516	305569
406,516	305831
51,1051	305870
6,60	306422
84,476	306486
122,459	306501
121,603	306911
124,863	306955
8,380	306958
8,208	307491
171,469	307664
76,124	307787
472,516	308096
121,142	308109
124,509	308767
124,376	308820
49,330	309036
53,122	309111
121,863	309209
9,51	309284
22,379	309567
122,380	310162
51,140	310196
121,140	310340
124,471	310375
122,873	310666
8,845	310873
124,1051	311489
379,514	311725
124,603	311755
14,516	311863
76,516	311932
81,84	312585
60,469	312829
150,158	312867
88,121	312929
150,878	312947
6,171	313497
60,123	314021
121,308	314103
81,514	314348
122,506	314469
8,361	314472
49,468	314598
51,603	314725
121,509	315631
8,355	315673
22,878	316070
51,123	316280
121,150	316408
9,121	316604
121,471	316691
8,313	316834
22,81	316856
51,524	316937
121,149	317646
84,878	317839
88,124	317974
471,516	318176
122,361	318214
140,516	318216
516,863	318345
509,516	318405
49,147	319350
122,845	319639
122,355	319778
308,878	319855
122,313	319877
376,516	320000
49,294	320304
49,485	320973
8,338	321050
146,150	321181
122,208	321387
49,116	321513
81,146	321678
142,516	322395
122,444	323232
123,124	323709
171,511	323895
1,146	324033
121,524	324047
8,857	324277
20,171	324338
8,468	325062
84,379	325078
149,878	325230
60,511	325301
8,330	326459
516,519	326651
122,468	328003
88,516	328857
121,158	328870
9,516	330298
49,448	330919
51,469	331039
514,878	331569
8,294	331641
171,220	332099
1,60	332384
49,72	332395
1,878	333202
122,330	333576
124,140	333642
22,514	334129
8,485	334206
60,476	334615
81,878	334697
20,84	335709
49,275	336027
49,590	336380
146,878	336520
122,485	336574
124,469	336694
8,116	336987
49,472	338173
22,84	338281
122,857	338735
6,51	338805
121,123	338886
20,60	339047
14,49	339552
516,1051	339737
516,603	339764
122,338	339943
6,121	340524
123,516	340846
379,878	341307
9,124	341821
158,878	342200
49,471	343660
121,469	343827
51,150	344911
49,422	345029
84,514	345096
6,124	345180
122,294	345664
8,147	345904
20,51	346307
8,448	346874
146,514	347010
171,308	347707
116,122	347936
171,524	347939
49,406	348149
8,72	349287
51,149	349413
49,142	349633
49,863	349685
8,275	349752
49,509	349752
150,171	351400
51,308	351910
122,448	352057
8,14	352434
171,476	352509
1,171	352525
149,171	352593
84,146	352966
8,472	353621
51,511	354159
60,81	354278
8,590	354888
124,524	356092
14,122	357233
49,76	357513
49,519	357549
60,379	358238
122,147	358912
122,275	359203
8,471	359517
516,524	361164
122,472	361672
